,N,B,H,N_ESTIMATORS,MAX_DEPTH,MIN_SAMPLES_SPLIT,MIN_SAMPLES_LEAF,MAX_FEATURES,PCC,R2,MAE,Within_0.4,Within_1,Correct_Sign,Correct_Sign_Extreme
330,160,35,1.0,200,,10,4,log2,0.680604761639662,0.45573785709020964,0.8254121792114145,0.41584422512670044,0.7247265937583356,0.7495332088556949,0.8916122004357299
331,80,35,5.0,100,30,5,1,sqrt,0.6844519074066902,0.46652349497532397,0.8195072802229222,0.425713523606295,0.7236596425713524,0.7465990930914911,0.8845315904139434
332,0,35,1.0,100,30,5,1,sqrt,0.6820357031144608,0.46341582277722626,0.8221127140842873,0.41584422512670044,0.725526807148573,0.7481995198719659,0.8899782135076253
333,160,35,0.1,100,10,10,2,sqrt,0.6719380905557739,0.4443442235320102,0.8489310983148373,0.38783675646839155,0.7231261669778608,0.7476660442784743,0.8888888888888888
334,160,35,10.0,200,10,2,2,sqrt,0.6602354212507768,0.4291917272561968,0.853924618833075,0.389970658842358,0.7231261669778608,0.7471325686849827,0.8877995642701525
335,80,35,5.0,200,,10,1,log2,0.6821726743916856,0.4612265779948236,0.8269102808414148,0.41291010936249667,0.7239263803680982,0.7452654041077621,0.8845315904139434
336,120,65,0.1,300,10,2,4,log2,0.6577558190483134,0.4227788650008215,0.863422070019291,0.38864287574889295,0.7199791612399062,0.7415993748371972,0.8802966101694916
337,100,50,0.1,200,,2,1,log2,0.6873897101651548,0.4696599518859482,0.8216724974428166,0.41381128096995257,0.7237743806009489,0.7435424354243543,0.8796346050510478
338,140,35,10.0,200,,10,10,log2,0.6516341115285811,0.4172319813630794,0.8562995554352514,0.3977060549479861,0.7239263803680982,0.7460656174979995,0.8828976034858388
339,120,65,10.0,200,,10,1,sqrt,0.661353142733794,0.4343155250544912,0.8503708845203491,0.4105235738473561,0.7178952852305288,0.7371711383172701,0.8739406779661016
340,0,65,1.0,300,,2,10,sqrt,0.6392894856339411,0.4010807459182174,0.8743600876767509,0.3982808022922636,0.7113831727012243,0.7353477468090649,0.8670550847457628
341,160,35,0.1,200,,5,2,sqrt,0.6873186137753273,0.46962672980551157,0.8180915335387167,0.4182448652974126,0.7263270205388104,0.7460656174979995,0.8861655773420479
342,120,50,10.0,300,,5,10,log2,0.6428115102469781,0.4037126957775343,0.869384772036396,0.38982604111755403,0.716657880864523,0.7416974169741697,0.8796346050510478
343,80,50,10.0,100,10,5,4,log2,0.6526140017300673,0.41669823992922184,0.8642849986202171,0.38956246705324193,0.7182393252503954,0.7435424354243543,0.8790972595378829
344,120,65,1.0,200,10,10,10,sqrt,0.6401250266617857,0.4022387873603439,0.8765615798406584,0.3818702787184163,0.71685334722584,0.7371711383172701,0.8739406779661016
345,80,50,10.0,300,,2,1,sqrt,0.6731158406165194,0.45103609671125877,0.8333746379034118,0.42066420664206644,0.7182393252503954,0.7398523985239852,0.8742611499193982
346,160,35,10.0,300,,10,10,log2,0.6457739844671201,0.4080974889759903,0.8628264696108002,0.39370498799679915,0.7209922646038943,0.7457988797012537,0.883442265795207
347,140,50,5.0,200,10,2,1,sqrt,0.6685841877093023,0.44174211557441867,0.8507246993382094,0.38191881918819187,0.7208750658935161,0.750131787032156,0.892530897367007
348,0,65,5.0,200,10,10,10,log2,0.6278090835435001,0.3838224185558128,0.8901753812652022,0.38369367022662154,0.7077363896848138,0.7376921073196144,0.868114406779661
349,160,65,10.0,200,10,2,2,sqrt,0.6474974481142544,0.4125869193672901,0.8704561131947214,0.3865589997395155,0.7189372232352175,0.7431622818442303,0.8813559322033898
350,100,50,10.0,200,,2,1,sqrt,0.6717327732630131,0.44944240403580105,0.8337169945596092,0.4238270954138113,0.7203479177648919,0.7430152872957301,0.8774852229983879
351,120,65,5.0,300,30,2,4,log2,0.6694081208088685,0.4416474403001347,0.8411912778020679,0.4133889033602501,0.7223235217504559,0.741338890336025,0.8765889830508474
352,140,65,0.1,200,,10,10,log2,0.6436526879024221,0.4070839764369141,0.870674427198398,0.3883823912477208,0.7165928627246679,0.7400364678301641,0.8776483050847458
353,80,50,5.0,200,,5,2,sqrt,0.6853203261716682,0.4657062491172852,0.8254597585507107,0.4140748550342646,0.720611491829204,0.7432788613600422,0.8812466415905427
354,120,35,0.1,200,10,5,10,sqrt,0.6538982453952709,0.4196158213413218,0.8597939301945324,0.38623632968791677,0.7185916244331821,0.7444651907175247,0.8867102396514162
355,80,50,10.0,300,30,5,1,sqrt,0.6720738622390173,0.44910068393803637,0.8345504832899185,0.422772799156563,0.7171850289931471,0.7435424354243543,0.8785599140247179
356,120,50,5.0,200,,2,4,log2,0.6762007960068142,0.45014555547044366,0.8350904157247039,0.40880337374802317,0.7227200843437006,0.7419609910384818,0.8839333691563676
357,120,50,1.0,200,10,10,2,sqrt,0.6668545455882332,0.43699690635822586,0.8545870857089741,0.3871903004744333,0.7174486030574592,0.7467053241960991,0.8887694787748522
358,0,50,5.0,200,,5,10,sqrt,0.6454245711836142,0.4082100872577019,0.8685435335357599,0.39720611491829205,0.7156035846072747,0.7411702688455456,0.8747984954325632
359,120,35,5.0,100,,5,1,sqrt,0.6817366405434555,0.4628708192128046,0.8220571740963324,0.42091224326487064,0.7265937583355562,0.7444651907175247,0.883442265795207
360,160,50,0.1,300,10,5,1,log2,0.664244272299772,0.43182651781011383,0.8584035046497688,0.38060094886663154,0.7195571955719557,0.7448603057459146,0.8839333691563676
361,0,35,0.1,100,30,2,10,sqrt,0.6530516242344723,0.4183209067097917,0.858060265116173,0.39957321952520675,0.7103227527340624,0.7417978127500667,0.8812636165577342
362,0,65,10.0,100,10,2,10,log2,0.6164321247124838,0.37146746259338637,0.8984762766051503,0.38056785621255534,0.7100807501953634,0.7337848398020318,0.8617584745762712
363,160,65,0.1,200,30,5,1,log2,0.6750575485219095,0.45259778870386225,0.8350146687627747,0.4165147173743162,0.7231049752539724,0.7376921073196144,0.8734110169491526
364,80,50,0.1,200,10,2,4,sqrt,0.6674497605914419,0.43638690474424824,0.8518171556457562,0.38798102266736956,0.7179757511860833,0.7480231945176594,0.890918860827512
365,100,65,1.0,100,30,10,4,log2,0.6633572738725644,0.43447156328193215,0.8491603512585136,0.40713727533211774,0.7173743162281844,0.7423808283407137,0.8765889830508474
366,140,35,5.0,300,10,10,10,sqrt,0.6601908544881301,0.4294611318780788,0.8545177964489897,0.38596959189117097,0.721525740197386,0.7495332088556949,0.8932461873638344
367,140,50,0.1,300,30,2,2,log2,0.6872256446874367,0.4689489043278511,0.8207211314095441,0.41671059567738533,0.7256193990511334,0.746441750131787,0.8817839871037076
368,160,65,1.0,300,,10,2,log2,0.6717392365105175,0.4458199372834716,0.8409944605356626,0.40974212034383956,0.7191977077363897,0.7395154988278198,0.8760593220338984
369,140,50,1.0,100,10,2,1,log2,0.6674312125861744,0.438877003545616,0.8541322432034196,0.38218239325250397,0.7211386399578281,0.7467053241960991,0.8887694787748522
370,160,35,10.0,200,30,10,4,log2,0.6665591357616644,0.43796080776861745,0.8374450749975323,0.4105094691917845,0.7265937583355562,0.7476660442784743,0.8861655773420479
371,80,50,0.1,200,30,5,10,sqrt,0.6556192214444659,0.42214939946635,0.8581842408175729,0.3953610964681075,0.7145492883500264,0.7422245651027939,0.8807092960773778
372,120,50,0.1,100,,2,10,sqrt,0.6521583276041277,0.41858413527022054,0.8582854963913915,0.40089615181866106,0.7195571955719557,0.7419609910384818,0.876410531972058
373,100,35,0.1,200,10,10,2,log2,0.6709979691193726,0.44012539663249695,0.850304113332863,0.3851693785009336,0.7231261669778608,0.7476660442784743,0.8905228758169934
374,140,35,5.0,100,10,5,2,log2,0.6717552824024321,0.44448690957142833,0.8450277276447306,0.38676980528140836,0.7276607095225394,0.7516671112296612,0.8954248366013072
375,140,65,5.0,200,,5,1,log2,0.6741387452002819,0.45281600436372493,0.8346480619793675,0.4172961708778328,0.7241469132586611,0.738473560823131,0.8771186440677966
376,140,50,5.0,200,30,2,2,sqrt,0.6858265568242935,0.46889180276149167,0.8203001723133541,0.4151291512915129,0.7235108065366368,0.7467053241960991,0.8850080601826975
377,160,65,1.0,200,,5,2,log2,0.6748229385908717,0.4513672405331368,0.8364795490431643,0.4139098723625944,0.7207606147434228,0.7387340453243032,0.8739406779661016
378,140,65,5.0,200,10,10,1,log2,0.6574967164082028,0.4247863702801481,0.8638156577324771,0.3823912477207606,0.7205001302422506,0.7410784058348528,0.8813559322033898
379,120,65,1.0,300,10,2,2,sqrt,0.6628524225122042,0.43224424054316457,0.857748751789588,0.3920291742641313,0.722584006251628,0.7408179213336806,0.8792372881355932
380,100,65,5.0,100,30,2,1,sqrt,0.6739391541441905,0.4531312214339889,0.8407461691297909,0.40948163584266734,0.7178952852305288,0.7392550143266475,0.875
381,140,35,1.0,100,10,2,10,log2,0.6519941609386624,0.4167172519449843,0.8654082485294804,0.3854361162976794,0.7231261669778608,0.7473993064817285,0.8921568627450981
382,80,50,5.0,200,30,10,10,sqrt,0.6539621084747365,0.41981386650645713,0.8583008007793157,0.40063257775434896,0.7145492883500264,0.7422245651027939,0.8796346050510478
383,120,50,10.0,300,,10,2,sqrt,0.6677242546680979,0.4415827892411016,0.8401856443789022,0.411702688455456,0.720611491829204,0.7416974169741697,0.876947877485223
384,120,50,1.0,100,,5,1,log2,0.6825606818277047,0.4629155473960691,0.8287570280933882,0.41486557722720085,0.7200843437005798,0.7411702688455456,0.8823213326168726
385,120,35,0.1,100,30,5,1,log2,0.6821768770854653,0.4631663987485122,0.8237323663899883,0.41557748732995464,0.7257935449453188,0.7455321419045079,0.8845315904139434
386,0,50,10.0,300,30,5,10,log2,0.6333402910802711,0.39191247454230704,0.8790473117499413,0.3927253558249868,0.713231418028466,0.7356352134949921,0.8683503492745835
387,120,65,1.0,300,,5,1,sqrt,0.676861189853236,0.45610972385170456,0.8354101837652259,0.4079187288356343,0.7199791612399062,0.7402969523313363,0.8776483050847458
388,0,35,10.0,100,30,2,2,sqrt,0.6663729357436305,0.44079024408829703,0.8380176288137563,0.4174446519071752,0.7167244598559616,0.7417978127500667,0.8818082788671024
389,140,50,5.0,100,30,5,1,log2,0.6853242452078673,0.4681989554743181,0.8219526344773176,0.41697416974169743,0.72772799156563,0.746441750131787,0.8833960236432026
390,120,50,1.0,300,,5,2,sqrt,0.6863137657428836,0.46786139693878226,0.8237364474559853,0.4114391143911439,0.7248286768581972,0.7432788613600422,0.8801719505642128
391,140,50,0.1,300,10,5,4,log2,0.6677606473072147,0.4365839998813056,0.8520105551835059,0.38534528202424884,0.7237743806009489,0.7482867685819715,0.8871574422353573
392,160,65,10.0,300,10,5,2,log2,0.6485848875615311,0.41264554160751443,0.8700543669886425,0.38317270122427716,0.7184162542328731,0.7423808283407137,0.8771186440677966
393,140,65,0.1,100,,10,1,sqrt,0.6724290109625902,0.45112041982203177,0.8400599474686625,0.41521229486845534,0.7215420682469393,0.7415993748371972,0.8802966101694916
394,0,35,1.0,300,10,2,1,log2,0.6663972347113672,0.43544539003257254,0.8553626574552354,0.3787676713790344,0.7201920512136569,0.7465990930914911,0.8850762527233116
395,80,65,10.0,200,,2,1,sqrt,0.6641202019750655,0.4394941267683917,0.8421216548982171,0.4209429538942433,0.7165928627246679,0.7376921073196144,0.8670550847457628
396,80,50,10.0,100,,10,10,sqrt,0.6419523504609198,0.40592792446005543,0.8671740330076136,0.40432261465471797,0.7158671586715867,0.7403795466526094,0.8731864588930682
397,120,65,10.0,100,,2,4,log2,0.6555921795173169,0.42448925914239,0.8554934023123868,0.40218806980984634,0.7191977077363897,0.7382130763219589,0.875
398,140,65,10.0,300,,2,1,log2,0.6667763745455758,0.44328644231864256,0.8392791594377136,0.41104454284970043,0.7189372232352175,0.7405574368325085,0.8760593220338984
399,100,35,5.0,200,,10,1,sqrt,0.6871558834956131,0.4686743961151538,0.8226306703672912,0.42037876767137905,0.7223259535876234,0.7465990930914911,0.8845315904139434
400,0,65,5.0,300,,5,10,sqrt,0.6377814336801059,0.3989867902853014,0.8745225231330391,0.3998437092992967,0.7129460797082574,0.7405574368325085,0.8702330508474576
401,160,50,5.0,100,30,2,4,sqrt,0.6761081546424588,0.452133658300926,0.8325025222911019,0.41381128096995257,0.7240379546652609,0.7430152872957301,0.8812466415905427
402,120,50,0.1,300,30,2,2,log2,0.6868602831791507,0.4673803955179039,0.8219926018977488,0.41460200316288875,0.7248286768581972,0.7403795466526094,0.8785599140247179
403,160,65,5.0,100,,10,1,sqrt,0.6699894184057974,0.44624317954284853,0.843309747377546,0.41234696535556137,0.7186767387340454,0.7376921073196144,0.8723516949152542
404,140,35,5.0,100,10,5,4,log2,0.6726090613862419,0.4441361104901551,0.8451893596140141,0.39290477460656176,0.7247265937583356,0.750600160042678,0.8937908496732027
405,160,50,10.0,200,10,5,4,sqrt,0.6558667401363255,0.4217308620627813,0.8594338756438487,0.39351607801792304,0.7211386399578281,0.7480231945176594,0.8882321332616873
406,160,50,5.0,100,10,5,2,log2,0.6621660552188082,0.4293980691494099,0.8591237679000757,0.38297311544544016,0.7211386399578281,0.746441750131787,0.8882321332616873
407,120,65,1.0,100,,2,1,sqrt,0.67508809722126,0.45468011391869645,0.8342493572310207,0.42120343839541546,0.7152904402188069,0.7400364678301641,0.8755296610169492
408,120,50,0.1,300,30,5,10,sqrt,0.6548923597648295,0.42146626877207816,0.8567630406974431,0.39615181866104376,0.7182393252503954,0.7419609910384818,0.8807092960773778
409,100,65,10.0,200,10,5,1,log2,0.6470896750888167,0.4107839886152479,0.8726696701969676,0.3883823912477208,0.7223235217504559,0.7408179213336806,0.8755296610169492
410,80,50,1.0,200,,2,1,sqrt,0.6869638987342772,0.46991587040278393,0.8235398910912644,0.42040063257775434,0.7190300474433315,0.7440695835529784,0.8823213326168726
411,80,65,0.1,300,30,5,4,log2,0.6702122192066471,0.44288556719319916,0.8412496819312691,0.4079187288356343,0.7212815837457671,0.7415993748371972,0.881885593220339
412,120,50,1.0,200,30,5,1,log2,0.6859416312841458,0.4670490113659219,0.8248814000361477,0.41671059567738533,0.7221929362150764,0.7416974169741697,0.8823213326168726
413,80,50,0.1,300,10,10,1,log2,0.6638346342736836,0.4306329663111106,0.8594893647010191,0.3863995782814971,0.7163943068002109,0.7430152872957301,0.8833960236432026
414,160,50,1.0,300,10,5,10,log2,0.6413876330545816,0.4010326897509271,0.8733713951896444,0.3871903004744333,0.7190300474433315,0.7467053241960991,0.8860827512090274
415,160,65,5.0,100,10,10,10,sqrt,0.6406048178797954,0.4024559728658875,0.8760434501879837,0.3849960927324824,0.7160718937223235,0.7402969523313363,0.8776483050847458
416,120,65,5.0,100,10,10,2,sqrt,0.6593996424008617,0.42666337439904,0.8642895965489422,0.38265173222193277,0.7194581922375619,0.7442042198489189,0.8813559322033898
417,0,50,5.0,300,30,2,1,log2,0.6809073789256588,0.4611686460386284,0.8286828673123059,0.41354770690564047,0.7171850289931471,0.7416974169741697,0.8774852229983879
418,80,50,10.0,300,,10,2,sqrt,0.6663025030835571,0.4398243029009178,0.8410454393252369,0.41565629942013704,0.7203479177648919,0.742751713231418,0.8801719505642128
419,120,50,10.0,100,10,10,10,sqrt,0.6404158845105997,0.4018467681754244,0.8734921148657281,0.38534528202424884,0.7177121771217713,0.7403795466526094,0.876410531972058
420,120,35,5.0,200,,5,4,sqrt,0.6820590860426914,0.4597894237389203,0.8234788282679862,0.4179781275006668,0.7260602827420646,0.7457988797012537,0.8883442265795207
421,0,50,5.0,100,10,2,2,sqrt,0.6600140048174847,0.4273941986363936,0.863853012721466,0.3774380600948867,0.7156035846072747,0.7445967316816026,0.8796346050510478
422,140,35,0.1,100,,2,1,log2,0.6836181222703175,0.46633857526201383,0.8230797238836232,0.41291010936249667,0.7212590024006402,0.7460656174979995,0.8861655773420479
423,80,65,1.0,300,,10,1,log2,0.6757347923496563,0.4520805479236899,0.838726659680589,0.4068767908309456,0.722584006251628,0.741338890336025,0.878177966101695
424,80,65,10.0,100,10,5,4,log2,0.6485178588303127,0.41143190013968256,0.8707330340404225,0.382912216723105,0.7238864287574889,0.7371711383172701,0.8702330508474576
425,0,35,10.0,100,10,5,4,sqrt,0.6493750566910309,0.41295872177536896,0.8664611502349194,0.39450520138703654,0.7159242464657242,0.7404641237663377,0.8779956427015251
426,0,50,1.0,300,,10,10,log2,0.6411534269071356,0.4016443117023394,0.8709414330856059,0.3977332630469162,0.7129678439641539,0.7414338429098577,0.8737238044062332
427,160,65,1.0,300,30,2,10,log2,0.6416643011651755,0.40279500784900557,0.8728301967263863,0.3899452982547538,0.719718676738734,0.739775983328992,0.8792372881355932
428,140,50,1.0,200,10,5,4,log2,0.6681166452615137,0.43697470387593496,0.8520066463393496,0.3885081707959937,0.7229836584080126,0.7477596204533474,0.8898441698011822
429,0,35,0.1,200,10,5,1,sqrt,0.6667294591469007,0.43694392562125783,0.8554994926362705,0.38010136036276343,0.7172579354494532,0.7492664710589491,0.8888888888888888
430,160,50,10.0,100,,2,4,sqrt,0.664044352349071,0.43671467377478823,0.8446095413140552,0.40880337374802317,0.7158671586715867,0.7432788613600422,0.8790972595378829
431,160,65,0.1,100,10,2,2,sqrt,0.6578804656364098,0.42642268287059515,0.8642484194505217,0.37613961969262827,0.7210210992445949,0.7395154988278198,0.8760593220338984
432,100,65,1.0,100,30,2,2,log2,0.6725133073777126,0.4494895398638392,0.8369373650328271,0.40974212034383956,0.7246678822610054,0.7408179213336806,0.8739406779661016
433,100,35,10.0,300,,10,4,sqrt,0.6696337852567302,0.44289272434277394,0.8345115299042152,0.4105094691917845,0.7257935449453188,0.7463323552947453,0.8828976034858388
434,140,50,1.0,100,,2,2,log2,0.6868197297615759,0.4688455242327858,0.8215725102064113,0.4180284659989457,0.7261465471797575,0.7461781760674749,0.8823213326168726
435,160,35,0.1,200,30,10,1,log2,0.6854276449725452,0.4653097460911364,0.8240535970344866,0.417711389703921,0.7244598559615898,0.7457988797012537,0.8850762527233116
436,160,65,1.0,200,,10,10,sqrt,0.6476641357357041,0.4124023993771302,0.8655531958924442,0.39359208127116435,0.7165928627246679,0.7395154988278198,0.8765889830508474
437,140,50,1.0,300,10,5,4,sqrt,0.6705857608169625,0.4432277044163442,0.8461891904033587,0.3903531892461782,0.7237743806009489,0.7477596204533474,0.8887694787748522
438,120,65,5.0,300,,10,10,sqrt,0.6460407761080713,0.41022093464555653,0.866392664735537,0.3920291742641313,0.7158114092211514,0.7363896848137536,0.8739406779661016
439,0,35,5.0,200,10,5,1,log2,0.6637278732543442,0.4312894095707318,0.8575281434953972,0.3814350493464924,0.717524673246199,0.7449986663110163,0.8856209150326797
440,0,50,1.0,100,,2,4,log2,0.6716910913290332,0.4444368229923087,0.8377764162262583,0.4132841328413284,0.7177121771217713,0.7443331576172905,0.8839333691563676
441,80,35,10.0,200,,10,2,log2,0.6712908763556799,0.4456156314587878,0.8337164267722449,0.4121098959722593,0.7265937583355562,0.7452654041077621,0.8839869281045751
442,80,50,10.0,100,,10,10,log2,0.6399629750225853,0.4013413297571723,0.8715174917604115,0.39219820769636266,0.7137585661570901,0.7416974169741697,0.8731864588930682
443,100,50,1.0,300,30,5,2,log2,0.6862733582851365,0.4660105827312525,0.8220888559916899,0.4172377438060095,0.7269372693726938,0.7435424354243543,0.8812466415905427
444,160,65,1.0,100,30,5,4,log2,0.6647312871386933,0.43631559969348943,0.8462081098897051,0.40661630632977336,0.7228444907528002,0.7415993748371972,0.8824152542372882
445,100,65,5.0,300,,2,1,log2,0.6761523471252272,0.45470983037062485,0.8370869046020603,0.41104454284970043,0.7218025527481114,0.7382130763219589,0.8734110169491526
446,80,50,5.0,300,30,10,4,sqrt,0.6772656203513551,0.45256649876693356,0.8335133065855543,0.40906694781233527,0.7221929362150764,0.7438060094886663,0.8801719505642128
447,100,50,1.0,200,10,2,1,sqrt,0.665845765527442,0.43631578059612885,0.8551663346014512,0.3874538745387454,0.7195571955719557,0.7445967316816026,0.8833960236432026
448,80,50,10.0,200,,10,1,sqrt,0.6696133512477151,0.4447627997274053,0.837986796227059,0.4161834475487612,0.7179757511860833,0.7419609910384818,0.8758731864588931
449,120,35,1.0,100,30,10,4,sqrt,0.6801559440166527,0.4579453734267551,0.826169188191987,0.4094425180048013,0.7263270205388104,0.7455321419045079,0.8861655773420479
450,80,65,1.0,100,10,10,4,log2,0.6527235934601018,0.41722632318480457,0.8687619741315222,0.3852565772336546,0.7178952852305288,0.738473560823131,0.878177966101695
451,100,35,0.1,300,,5,10,log2,0.6544376377103196,0.41914515160386523,0.8566508180255663,0.3963723659642571,0.7193918378234195,0.7441984529207789,0.8861655773420479
452,80,50,5.0,200,,2,10,log2,0.6472547421379123,0.40985653054755866,0.8643300280733233,0.39325250395361094,0.7171850289931471,0.7409066947812335,0.8780225685115529
453,140,35,10.0,300,,2,10,sqrt,0.6573982700150325,0.4270348071553093,0.8513436690324909,0.40037343291544414,0.7193918378234195,0.7452654041077621,0.883442265795207
454,120,35,5.0,200,,5,1,log2,0.6865619134228593,0.46825750060856464,0.8199805852567965,0.41397706054947986,0.7273939717257936,0.7447319285142705,0.8839869281045751
455,100,35,0.1,100,30,10,2,log2,0.6844196980895888,0.4633675590231042,0.8234615461973792,0.41397706054947986,0.725526807148573,0.7468658308882369,0.8877995642701525
456,80,50,10.0,200,30,2,4,sqrt,0.6681469537861467,0.44122009409039487,0.8392335059512362,0.41486557722720085,0.7200843437005798,0.7419609910384818,0.8812466415905427
457,100,35,5.0,300,30,10,2,sqrt,0.6881377512619979,0.46893400438196686,0.8202011065424015,0.41557748732995464,0.7263270205388104,0.7460656174979995,0.8872549019607843
